,S_No,Sentence,Negative_Sentiment_Score,Positive_Sentiment_Score,Neutral_Sentiment_Score,COMPOUND_SCORE
6066,6067,I'm loving Shanghai > > > ^ _ ^.,0.0,0.565,0.435,0.5994
6067,6068,Three days at Purdue with three awesome people.,0.0,0.369,0.631,0.6249
6068,6069,I need some of that geico balboa stuff..,0.0,0.0,1.0,0.0
6069,6070,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",0.0,0.208,0.792,0.6659
6070,6071,I like Honda...,0.0,0.714,0.286,0.3612
6071,6072,i might get a job at state farm till school starts back which would be awesome!,0.0,0.253,0.747,0.6588
6072,6073,i love shanghai ~ ~ ~ ~ å¤–æ»©å¥½åƒæœ‰ä¸€å®¶ä¸“å–ä¸Šæµ·çºªå¿µå“çš„å°åº— ~ ~ ~.,0.0,0.583,0.417,0.6369
6073,6074,I loved Boston and MIT so much and still do.,0.0,0.328,0.672,0.5994
6074,6075,i love Angelina Jolie.,0.0,0.677,0.323,0.6369
6075,6076,seattle sucks!!!...,0.0,0.0,1.0,0.0
6076,6077,"Though I disagree with its politics, I love this city of London, Ontario.",0.165,0.266,0.57,0.3818
6077,6078,PURDUE FUCKIN ROCKS!!!,0.0,0.0,1.0,0.0
6078,6079,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",0.145,0.276,0.579,0.319
6079,6080,"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",0.0,0.368,0.632,0.9125
6080,6081,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,0.187,0.487,0.326,0.811
6081,6082,"With that said god i cant wait to go there, seattle is awesome.",0.0,0.383,0.617,0.7351
6082,6083,I love Tom Cruise.,0.0,0.677,0.323,0.6369
6083,6084,BOSTON SUCKS!!!,0.771,0.0,0.229,-0.5229
6084,6085,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",0.0,0.219,0.781,0.6962
6085,6086,stupid harvard boys.,0.63,0.0,0.37,-0.5267
6086,6087,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,0.0,0.322,0.678,0.8436
6087,6088,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",0.103,0.0,0.897,-0.5487
6088,6089,"I also like the Chicago Bulls, but not as much as the Spurs(",0.0,0.137,0.863,0.1901
6089,6090,I told her that UCLA is excellent for both...,0.0,0.346,0.654,0.5719
6090,6091,But London is a pretty good sleeper.,0.0,0.604,0.396,0.7269
6091,6092,I would love to go Shanghai with sister..,0.0,0.412,0.588,0.6369
6092,6093,"as far as the new cars, I'm probably gonna get the ugly little cheap toyota that's coming out.",0.163,0.0,0.837,-0.5106
6093,6094,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",0.315,0.073,0.612,-0.7311
6094,6095,", Boston is great...",0.0,0.0,1.0,0.0
6095,6096,"Honda is excellent,'94 and up.",0.0,0.0,1.0,0.0
6096,6097,"So, all I want for Christmas is my dignity, like I said above, and like the Capital One add said before me.",0.0,0.367,0.633,0.8062
6097,6098,stupid UCLA..,0.773,0.0,0.227,-0.5267
6098,6099,I LOVE MY TOYOTA COROLLA S! Except...,0.0,0.511,0.489,0.7371
6099,6100,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,0.0,0.345,0.655,0.836
6100,6101,"I'm not crazy about HK either, but Shanghai is sounding awesome.",0.0,0.443,0.557,0.8002
6101,6102,i try to enjoy my time here in san francisco.......,0.0,0.286,0.714,0.4939
6102,6103,Stupid UCLA....,0.773,0.0,0.227,-0.5267
6103,6104,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",0.0,0.208,0.792,0.6659
6104,6105,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",0.0,0.419,0.581,0.8779
6105,6106,"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",0.31,0.0,0.69,-0.8402
6106,6107,I love Paris Hilton..,0.0,0.677,0.323,0.6369
6107,6108,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol..",0.0,0.262,0.738,0.7783
6108,6109,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",0.0,0.292,0.708,0.834
6109,6110,I love paris hilton...,0.0,0.677,0.323,0.6369
6110,6111,UCLA was stupid.,0.63,0.0,0.37,-0.5267
6111,6112,harvard is for dumb people.,0.452,0.0,0.548,-0.5106
6112,6113,The Honda is awesome.,0.0,0.577,0.423,0.6249
6113,6114,I LOVE MY TOYOTA COROLLA S! Except...,0.0,0.511,0.489,0.7371
6114,6115,"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",0.0,0.449,0.551,0.9081
6115,6116,I need some of that geico balboa stuff..,0.0,0.0,1.0,0.0
6116,6117,"as much as I enjoy my new life, I still miss LONDON!!!!!!!!!.",0.115,0.313,0.573,0.5815
6117,6118,' I love Tom Cruise!,0.0,0.692,0.308,0.6696
6118,6119,I always used to love San Francisco but the last time I was there I felt a little insecure with all of the homeless people.,0.131,0.105,0.764,-0.1681
6119,6120,I think it's pretty clear Angelina Jolie is an ignorant racist.,0.341,0.324,0.335,-0.0772
6120,6121,I love my 13 year old Toyota!..,0.0,0.473,0.527,0.6696
6121,6122,AAA rocks.,0.0,0.0,1.0,0.0
6122,6123,I like hyundai coupe and mitsubishi colt / honda jazz.,0.0,0.263,0.737,0.3612
6123,6124,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,0.187,0.487,0.326,0.811
6124,6125,i love our trips out to london pissed out of our faces on shitty booze...,0.339,0.183,0.478,-0.5574
6125,6126,Tom Cruise sucks.,0.556,0.0,0.444,-0.3612
6126,6127,I kinda felt like I did when I saw Collateral because I LOVE TOM CRUISE but it was hard seeing him play a bad guy...,0.219,0.264,0.517,0.0842
6127,6128,I also like Boston.,0.0,0.556,0.444,0.3612
6128,6129,Tom Cruise sucks.,0.556,0.0,0.444,-0.3612
6129,6130,"The Dell Inspiron e 1505 is a 15.4 "" widescreen notebook now available with the impressive Intel Core 2 Duo processor.",0.0,0.171,0.829,0.5106
6130,6131,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol..",0.0,0.262,0.738,0.7783
6131,6132,Lakers suck.,0.744,0.0,0.256,-0.4404
6132,6133,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",0.0,0.112,0.888,0.5994
6133,6134,I HATE the NEW YORK KNICKS...,0.526,0.0,0.474,-0.6633
6134,6135,and i like Paris Hilton.,0.0,0.455,0.545,0.3612
6135,6136,I miss London...,0.615,0.0,0.385,-0.1531
6136,6137,i hate american airlines...,0.649,0.0,0.351,-0.5719
6137,6138,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",0.0,0.135,0.865,0.3612
6138,6139,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",0.271,0.0,0.729,-0.6369
6139,6140,San Francisco's Disastrous Policy Exposed!..,0.512,0.0,0.488,-0.636
6140,6141,Stupid UCLA....,0.773,0.0,0.227,-0.5267
6141,6142,I needed San Francisco but not until a month ago.,0.0,0.0,1.0,0.0
6142,6143,have an awesome time at purdue!..,0.0,0.468,0.532,0.6588
6143,6144,stupid lakers.....,0.773,0.0,0.227,-0.5267
6144,6145,I love Angelina Jolie.,0.0,0.677,0.323,0.6369
6145,6146,I love the Los Angeles LAKERS!!!.,0.0,0.559,0.441,0.7249
6146,6147,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",0.0,0.258,0.742,0.8402
6147,6148,I HATE THE LAKERS!!!!!!!....,0.709,0.0,0.291,-0.7067
6148,6149,I hate the Lakers...,0.649,0.0,0.351,-0.5719
6149,6150,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,0.143,0.0,0.857,-0.3612
6150,6151,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",0.0,0.258,0.742,0.8402
6151,6152,Cs: I've heard San Francisco is beautiful..,0.0,0.0,1.0,0.0
6152,6153,i'm currently watching love at harvard on youtube(,0.0,0.375,0.625,0.6369
6153,6154,I need some of that geico balboa stuff..,0.0,0.0,1.0,0.0
6154,6155,"Mind you, I blame the mother mit der early toilet training.",0.211,0.0,0.789,-0.34
6155,6156,Boston is pretty awesome...,0.0,0.516,0.484,0.4939
6156,6157,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,0.0,0.231,0.769,0.5994
6157,6158,"If God exists, why are morons like Paris Hilton considered beautiful?.(",0.154,0.309,0.537,0.3182
6158,6159,"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",0.31,0.0,0.69,-0.8402
6159,6160,Paul McCartney â€™ s song Vanilla Sky is probably the only good thing that came out of Tom Cruise and Cameron Crowe â€™ s disastrous movie project.,0.131,0.097,0.772,-0.25
6160,6161,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,0.143,0.0,0.857,-0.3612
6161,6162,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",0.13,0.076,0.794,-0.3595
6162,6163,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",0.186,0.126,0.688,-0.2193
6163,6164,i wouldnt really recommend uk anymore i hate london.,0.547,0.0,0.453,-0.7207
6164,6165,A very clever American Express commercial with M. Night Shyamalan...,0.0,0.292,0.708,0.5095
6165,6166,ata is stupid I Don't Get high.,0.405,0.0,0.595,-0.5267
6166,6167,I love Tom Cruise.,0.0,0.677,0.323,0.6369
6167,6168,And Tom Cruise is beautiful....,0.0,0.0,1.0,0.0
6168,6169,The seattle scene is pretty amazing too....,0.0,0.583,0.417,0.7906
6169,6170,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",0.0,0.112,0.888,0.5994
6170,6171,I HATE seattle and don't care if I ever go there again.,0.469,0.0,0.531,-0.7941
6171,6172,I used to love Angelina Jolie-after her gothic phase and before the baby mania one..,0.0,0.244,0.756,0.6369
6172,6173,well i'm gonna go enjoy being in seattle.....,0.0,0.469,0.531,0.6486
6173,6174,Love na ata ito eh...,0.0,0.512,0.488,0.6369
6174,6175,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",0.0,0.308,0.692,0.8687
6175,6176,i love angelina jolie.,0.0,0.677,0.323,0.6369
6176,6177,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",0.0,0.419,0.581,0.8779
6177,6178,Love Story At Harvard [ awesome drama!,0.0,0.682,0.318,0.8622
6178,6179,AAA rocks.,0.0,0.0,1.0,0.0
6179,6180,"anyway, shanghai is really beautiful ï¼Œ æ»¨æ±Ÿå¤§é“æ˜¯å¾ˆçµçš„å•¦ ï¼Œ é‚£ä¸ªstarbucksæ˜¯ä¸Šæµ·é£Žæ™¯æœ€å¥½çš„starbucks ~ ~!!!",0.0,0.36,0.64,0.7243
6180,6181,"In recent years however, I have grown to dislike London, finding it to be a city where almost anything that can go wrong does go wrong.",0.295,0.0,0.705,-0.8316
6181,6182,I'd like to talk today about how much I hate Paris Hilton.....,0.243,0.164,0.592,-0.296
6182,6183,Harvard was absolutely beautiful.,0.0,0.583,0.417,0.6361
6183,6184,"I like being at Purdue, not with my family.",0.0,0.263,0.737,0.3612
6184,6185,i love me some red toyota carola that's as old as i am...,0.0,0.296,0.704,0.6369
6185,6186,I loved Boston and MIT so much and still do.,0.0,0.328,0.672,0.5994
6186,6187,As much as I hate Tom Cruise..,0.425,0.0,0.575,-0.5719
6187,6188,"i would love to have a Toyota Supra, like the one my husband used to have.",0.0,0.358,0.642,0.7717
6188,6189,But I miss Boston.,0.444,0.0,0.556,-0.1531
6189,6190,My Purdue Cal friends are awesome!..,0.0,0.404,0.596,0.5255
6190,6191,"MIT, Harvard and UMass in the late summer heat will be an unfortunate thing to miss out on.",0.223,0.0,0.777,-0.5574
6191,6192,i love my macbook...,0.0,0.677,0.323,0.6369
6192,6193,Cs: I've heard San Francisco is beautiful..,0.0,0.0,1.0,0.0
6193,6194,Three days at Purdue with three awesome people.,0.0,0.369,0.631,0.6249
6194,6195,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",0.221,0.272,0.508,0.4588
6195,6196,I love my 13 year old Toyota!..,0.0,0.473,0.527,0.6696
6196,6197,I hate Seattle..,0.787,0.0,0.213,-0.5719
6197,6198,we need at least ONE beautiful girl at ucla.,0.0,0.328,0.672,0.5994
6198,6199,"I like Tom Cruise, as I've stated over and over.",0.0,0.238,0.762,0.3612
6199,6200,Love Story At Harvard [ awesome drama!,0.0,0.682,0.318,0.8622
6200,6201,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,0.143,0.0,0.857,-0.3612
6201,6202,I want a pretty little Sony Vaio.,0.0,0.6,0.4,0.5423
6202,6203,I need to pay Geico and a host of other bills but that is neither here nor there.,0.074,0.0,0.926,-0.0516
6203,6204,"Okay, strip clubs in Boston, SUCK!",0.399,0.193,0.407,-0.4633
6204,6205,then again i hate tom cruise..,0.481,0.0,0.519,-0.5719
6205,6206,. I'm pleased to announce that Boston sucked...,0.0,0.326,0.674,0.4404
6206,6207,Some ugly Toyota wanna be Hummer Honda Element.....,0.32,0.0,0.68,-0.5106
6207,6208,and honda elements are assholes...,0.0,0.0,1.0,0.0
6208,6209,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,0.0,0.119,0.881,0.1901
6209,6210,I wanted this beautiful yellow Volkswagen Superbeetle with a black leather interior and a new stereo.,0.0,0.245,0.755,0.5994
6210,6211,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,0.187,0.487,0.326,0.811
6211,6212,Seattle sucks!!,0.755,0.0,0.245,-0.4738
6212,6213,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",0.0,0.292,0.708,0.834
6213,6214,Seattle sucks......,0.0,0.0,1.0,0.0
6214,6215,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,0.0,0.322,0.678,0.8436
6215,6216,"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",0.27,0.0,0.73,-0.7343
6216,6217,"San Francisco Coffee rocks, yo!",0.0,0.0,1.0,0.0
6217,6218,i'm currently watching love at harvard on youtube(,0.0,0.375,0.625,0.6369
6218,6219,I miss Purdue right now..,0.348,0.0,0.652,-0.1531
6219,6220,MIT was amazing.,0.0,0.655,0.345,0.5859
6220,6221,& i adore my little honda < 3.,0.0,0.474,0.526,0.5574
6221,6222,I HATE LONDON!..,0.8,0.0,0.2,-0.6114
6222,6223,and honda elements are assholes...,0.0,0.0,1.0,0.0
6223,6224,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,0.489,0.0,0.511,-0.9099
6224,6225,San Francisco's Disastrous Policy Exposed!..,0.512,0.0,0.488,-0.636
6225,6226,but the macbook looks so awesome.,0.0,0.596,0.404,0.8542
6226,6227,"By the way, I hate LONDON...",0.481,0.0,0.519,-0.5719
6227,6228,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way.",0.123,0.044,0.833,-0.4588
6228,6229,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,0.0,0.376,0.624,0.8034
6229,6230,"i love Kappo Honda, which is across the street..",0.0,0.375,0.625,0.6369
6230,6231,"but dont get me wrong i love shanghai, i love my job but dont enjoy it.",0.121,0.526,0.352,0.9259
6231,6232,""" I LOVE SHANGHAI VERY MUCH!",0.0,0.6,0.4,0.6696
6232,6233,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" â€” the sign listed several criteria of which my crappy Honda qualified for none.",0.107,0.087,0.806,-0.1779
6233,6234,But I miss Boston.,0.444,0.0,0.556,-0.1531
6234,6235,It seems to me that everything I want is in Seattle.,0.0,0.126,0.874,0.0772
6235,6236,+ + + Bruce Willis hat den PrÃƒ Â¤ sident von Kolumbien verÃƒ Â¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..,0.122,0.0,0.878,-0.4939
6236,6237,i love you taylor in a toyota!,0.0,0.529,0.471,0.6696
6237,6238,"Apparently, MIT and Olin are awesome.",0.0,0.451,0.549,0.6249
6238,6239,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",0.098,0.264,0.638,0.5994
6239,6240,scary move i like aaa /...,0.368,0.287,0.345,-0.1779
6240,6241,I love the Toyota Prius.,0.0,0.583,0.417,0.6369
6241,6242,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",0.162,0.0,0.838,-0.4767
6242,6243,i love LAKERS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,0.0,0.843,0.157,0.7482
6243,6244,+ i hate boston cab drivers.,0.552,0.0,0.448,-0.5719
6244,6245,The San Francisco Symphony was awesome as always.,0.0,0.369,0.631,0.6249
